#,song_title,artist,page_title,views,genre
4028,De cara / Esmolada,Remei de Ca la Fresca,"De cara / Esmolada, de l'àlbum ""L'ham de la pregunta"" (Remei de Ca la Fresca) - Viasona",17,pop-rock
4029,Els bombers,Club Súper 3,"Els bombers, de l'àlbum ""Toca't el melic"" (Club Súper 3) - Viasona",17,folk
4030,El meu amor se n'ha anat de vacances,La Ludwig Band,"El meu amor se n'ha anat de vacances, de l'àlbum ""El meu amor se n'ha anat de vacances"" (La Ludwig Band) - Viasona",17,pop-rock
4031,L'Havanera Tita,Pep Gimeno 'Botifarra',"L'Havanera Tita, de l'àlbum ""Te'n cantaré més de mil"" (Pep Gimeno 'Botifarra') - Viasona",17,havanera
4032,I jo pensant en quan vindràs,Pau Vallvé,"I jo pensant en quan vindràs, de l'àlbum ""Pels dies bons"" (Pau Vallvé) - Viasona",17,cançó autor
4033,Capità planeta,Club Súper 3,"Capità planeta, de l'àlbum ""Clubitresicentimil"" (Club Súper 3) - Viasona",17,folk
4034,Les Cobles del Peirot,El Pont d'Arcalís,"Les Cobles del Peirot, de l'àlbum ""De lluna vella"" (El Pont d'Arcalís) - Viasona",17,folk
4035,He mirat aquesta terra,Raimon,"He mirat aquesta terra, de l'àlbum ""Integral 6. Coincidències, dissidències, incidències, i rareses"" (Raimon) - Viasona",17,cançó autor
4036,Cau la nit,Obrint Pas,"Cau la nit, de l'àlbum ""Benvingut al Paradís"" (Obrint Pas) - Viasona",17,pop-rock
4037,Habibi,"Mushkaa, Bexnil","Habibi, de l'àlbum ""Habibi"" (Mushkaa, Bexnil) - Viasona",17,música urbana
4038,Malaguenya de Barxeta,Carles Dénia,"Malaguenya de Barxeta, de l'àlbum ""Tan alta com va la lluna"" (Carles Dénia) - Viasona",17,folk
4039,Fills de Buda,Quico Pi de la Serra,"Fills de Buda, de l'àlbum ""Fills de Buda"" (Quico Pi de la Serra) - Viasona",17,cançó autor
4040,Fideus a la cassola,"Toti Soler, Cinta Massip","Fideus a la cassola, de l'àlbum ""Per molts anys/ Bon profit"" (Toti Soler, Cinta Massip) - Viasona",17,cançó autor
4041,Damunt d'una terra,Lluís Llach,"Damunt d'una terra, de l'àlbum ""Ara i aquí"" (Lluís Llach) - Viasona",17,cançó autor
4042,Fandango de sa somereta,Traginada,"Fandango de sa somereta, de l'àlbum ""Cançons de Menorca"" (Traginada) - Viasona",17,folk
4043,L'amo de Son Carabassa,Música Nostra,"L'amo de Son Carabassa, de l'àlbum ""Va de jota"" (Música Nostra) - Viasona",17,folk
4044,A la plaça,Xesco Boix,"A la plaça, de l'àlbum ""La flor romanial"" (Xesco Boix) - Viasona",17,folk
4045,Mon Vetlatori ( Romanç 4: de mort),La Maria,"Mon Vetlatori ( Romanç 4: de mort), de l'àlbum ""L'Assumpció"" (La Maria) - Viasona",17,folk
4046,Fe dins la tristesa,Mazoni,"Fe dins la tristesa, de l'àlbum ""Banderes per daltònics"" (Mazoni) - Viasona",17,pop-rock
4047,La vida de l'astronauta (Recital del robot i l'astronauta III),Antònia Font,"La vida de l'astronauta (Recital del robot i l'astronauta III), de l'àlbum ""Taxi"" (Antònia Font) - Viasona",17,pop-rock
4048,Els teus llavis,Pep Picas,"Els teus llavis, de l'àlbum ""Bruixa de dol"" (Pep Picas) - Viasona",17,cançó autor
4049,Els meus amics,Club Súper 3,"Els meus amics, de l'àlbum ""Anem a veure món"" (Club Súper 3) - Viasona",17,folk
4050,Ca la Rata,Rudymentari,"Ca la Rata, de l'àlbum ""Mala herba sempre creix"" (Rudymentari) - Viasona",17,música urbana
4051,Canto l'amor,Lluís Llach,"Canto l'amor, de l'àlbum ""Temps de revoltes"" (Lluís Llach) - Viasona",17,cançó autor
4052,Connectats,Buhos,"Connectats, de l'àlbum ""Connectats"" (Buhos) - Viasona",17,pop-rock
4053,Pobret i alegret,,"Pobret i alegret, de l'àlbum ""Cançons de Nadal"" (Emili Vendrell (fill)) - Viasona",17,folk
4054,BBVA,Manel,"BBVA, de l'àlbum ""Jo competeixo"" (Manel) - Viasona",17,pop-rock
4055,Mala cara,Els Pets,"Mala cara, de l'àlbum ""Malacara"" (Els Pets) - Viasona",17,pop-rock
4056,Petita estança,Maria del Mar Bonet,"Petita estança, de l'àlbum ""Alenar"" (Maria del Mar Bonet) - Viasona",17,cançó autor
4057,No ve d'un pam,La Trinca,"No ve d'un pam, de l'àlbum ""Pel broc gros"" (La Trinca) - Viasona",17,cançó autor
4058,Jean-Luc,Els Amics de les Arts,"Jean-Luc, de l'àlbum ""10 anys"" (Els Amics de les Arts) - Viasona",17,pop-rock
4059,La noia de duro,Joan Manuel Serrat,"La noia de duro, de l'àlbum ""Banda sonora d'un temps, d'un país"" (Joan Manuel Serrat) - Viasona",17,folk
4060,al PS amb la maria,Ven'nus,"al PS amb la maria, de l'àlbum ""mai vista trista"" (Ven'nus) - Viasona",17,música urbana
4061,Perdiueta novelleta,Surti Com Surti,"Perdiueta novelleta, de l'àlbum ""Al peu del Cadí"" (Surti Com Surti) - Viasona",17,folk
4062,Valentes jugades,Auxili,"Valentes jugades, de l'àlbum ""Guaret"" (Auxili) - Viasona",17,pop-rock
4063,Pluja d'hivern,Júlia Bobb,"Pluja d'hivern, de l'àlbum ""Pluja d'hivern"" (Júlia Bobb) - Viasona",17,pop-rock
4064,Puja a l'avió,La Trinca,"Puja a l'avió, de l'àlbum ""La Trinca. 20 anys de cançons"" (La Trinca) - Viasona",17,cançó autor
4065,Me yelassan,Tarta Relena,"Me yelassan, de l'àlbum ""Fiat lux"" (Tarta Relena) - Viasona",17,folk
4066,Alacant per interior,Smoking Souls,"Alacant per interior, de l'àlbum ""Alacant per interior"" (Smoking Souls) - Viasona",17,pop-rock
4067,Kabrit,Rudymentari,"Kabrit, de l'àlbum ""Mala herba sempre creix"" (Rudymentari) - Viasona",17,música urbana
4068,Si ens plau acampar,Esquirols,"Si ens plau acampar, de l'àlbum ""Cants al vent"" (Esquirols) - Viasona",17,cançó autor
4069,Quan caigui el teló,Anna d'Ivori,"Quan caigui el teló, de l'àlbum ""Eclipsi"" (Anna d'Ivori) - Viasona",17,pop-rock
4070,Quan els arbres cauen,Artur Àlvarez,"Quan els arbres cauen, de l'àlbum ""Quan érem divendres - Poemes d'Àngels Gregori"" (Artur Àlvarez) - Viasona",17,cançó autor
4071,La Mare de Déu,El Corral de Pepeta,"La Mare de Déu, de l'àlbum ""El Corral de Pepeta"" (El Corral de Pepeta) - Viasona",17,folk
4072,Poeta i fangador sóc,"Jaume Arnella, Ferran Martínez","Poeta i fangador sóc, de l'àlbum ""Mossèn Cinto Verdaguer. Cançons i balades"" (Jaume Arnella, Ferran Martínez) - Viasona",17,folk
4073,Jo tinc una cabana,La Bressola – Escoles Catalanes,"Jo tinc una cabana, de l'àlbum ""A la bressola cantem"" (La Bressola – Escoles Catalanes) - Viasona",17,folk
4074,Trepitja fort,Lax'n'Busto,"Trepitja fort, de l'àlbum ""Amb tu"" (Lax'n'Busto) - Viasona",17,pop-rock
4075,La gallineta,Lluís Llach,"La gallineta, de l'àlbum ""Barcelona. Gener de 1976"" (Lluís Llach) - Viasona",17,cançó autor
4076,Muriel,Adrià Puntí,"Muriel, de l'àlbum ""Pepalallarga i..."" (Adrià Puntí) - Viasona",17,cançó autor
4077,Treballaré el teu cos,Raimon,"Treballaré el teu cos, de l'àlbum ""Les cançons d'amor"" (Raimon) - Viasona",17,cançó autor
4078,A contracorrent,"Cactus, NIUSS","A contracorrent, de l'àlbum ""A contracorrent"" (Cactus, NIUSS) - Viasona",17,pop-rock
4079,Escopinya,Oques Grasses,"Escopinya, de l'àlbum ""Fans del sol"" (Oques Grasses) - Viasona",17,pop-rock
4080,Cavall estable,Oques Grasses,"Cavall estable, de l'àlbum ""Un dia no sé com"" (Oques Grasses) - Viasona",17,pop-rock
4081,Si véns,"Els Pets, Sopa de Cabra, Gossos, Adrià Puntí, Pep Sala, Cris Juanico, Duble Buble, Josep Thió, Gerard Quintana, Quim Mandado, Lluís Gavaldà, Montse Llaràs","Si véns, de l'àlbum ""Rock & Cat"" (Els Pets, Sopa de Cabra, Gossos, Adrià Puntí, Pep Sala, Cris Juanico, Duble Buble, Josep Thió, Gerard Quintana, Quim Mandado, Lluís Gavaldà, Montse Llaràs) - Viasona",17,pop-rock
4082,Un no sé què,Lluís Llach,"Un no sé què, de l'àlbum ""Jocs"" (Lluís Llach) - Viasona",17,cançó autor
4083,Ses al·lotetes i sa jove de Sant Lluís,Cris Juanico,"Ses al·lotetes i sa jove de Sant Lluís, de l'àlbum ""Memòria"" (Cris Juanico) - Viasona",17,folk
4084,"Ai, carnissera del meu cor!",Rosa Maria Sardà,"Ai, carnissera del meu cor!, de l'àlbum ""Festa amb Rosa Maria Sardà"" (Rosa Maria Sardà) - Viasona",17,cançó autor
4085,Caga Tió,Mainasons,"Caga Tió, de l'àlbum ""Nadales"" (Mainasons) - Viasona",16,folk
4086,Cançó de traginers,Emili Vendrell,"Cançó de traginers, de l'àlbum ""El gran Emili Vendrell"" (Emili Vendrell) - Viasona",16,folk
4087,Mosques i mosquits,Toni Xuclà,"Mosques i mosquits, de l'àlbum ""De poetes, cançonetes"" (Toni Xuclà) - Viasona",16,cançó autor
4088,La xava de sants,Guillermina Motta,"La xava de sants, de l'àlbum ""Remena nena"" (Guillermina Motta) - Viasona",16,folk
4089,Ràdio Bemba,La Gossa Sorda,"Ràdio Bemba, de l'àlbum ""Vigila"" (La Gossa Sorda) - Viasona",16,pop-rock
4090,111,enMatu,"111, de l'àlbum ""111"" (enMatu) - Viasona",16,música urbana
4091,Un dia gris a Madrís,Quico Pi de la Serra,"Un dia gris a Madrís, de l'àlbum ""Triat i garbellat"" (Quico Pi de la Serra) - Viasona",16,cançó autor
4092,Les sardanes,La Trinca,"Les sardanes, de l'àlbum ""Festa major"" (La Trinca) - Viasona",16,cançó autor
4093,Xiques Boniques,Saó,"Xiques Boniques, de l'àlbum ""La Perereta"" (Saó) - Viasona",16,pop-rock
4094,Plou,Maldol,"Plou, de l'àlbum ""Plou"" (Maldol) - Viasona",16,pop-rock
4095,Tot i que em creia fort i ferm com una roca,Carles Dénia,"Tot i que em creia fort i ferm com una roca, de l'àlbum ""El paradís de les paraules"" (Carles Dénia) - Viasona",16,cançó autor
4096,Les cobles del Peirot,El Pont d'Arcalís,"Les cobles del Peirot, de l'àlbum ""Foc al tribunal"" (El Pont d'Arcalís) - Viasona",16,folk
4097,Cap de Creus,"Peix Fregit, Port Bo","Cap de Creus, de l'àlbum ""Sardanes a la taverna"" (Peix Fregit, Port Bo) - Viasona",16,folk
4098,Mira lluny,Jo Jet i Maria Ribot,"Mira lluny, de l'àlbum ""Mira lluny"" (Jo Jet i Maria Ribot) - Viasona",16,folk
4099,"Son, son veni, veni, veni",Dàmaris Gelabert,"Son, son veni, veni, veni, de l'àlbum ""Cançons de bressol"" (Dàmaris Gelabert) - Viasona",16,folk
4100,Tots som súper,Club Súper 3,"Tots som súper, de l'àlbum ""Benvinguts al club"" (Club Súper 3) - Viasona",16,folk
4101,Marona,Lluís Llach,"Marona, de l'àlbum ""Un pont de mar blava"" (Lluís Llach) - Viasona",16,cançó autor
4102,Cançó d'es segar,Maria del Mar Bonet,"Cançó d'es segar, de l'àlbum ""María del Mar Bonet"" (Maria del Mar Bonet) - Viasona",16,folk
4103,PICA QUE NO ES TRENCA,Jo Jet i Maria Ribot,"PICA QUE NO ES TRENCA, de l'àlbum ""RIBERA"" (Jo Jet i Maria Ribot) - Viasona",16,folk
4104,Tabú,La Xica,"Tabú, de l'àlbum ""Alabatre"" (La Xica) - Viasona",16,pop-rock
4105,mel/foc,Extraño Weys,"mel/foc, de l'àlbum ""Les abelles palmen però els pàjarus encara canten"" (Extraño Weys) - Viasona",16,pop-rock
4106,Torna a ser Nadal,Macedònia,"Torna a ser Nadal, de l'àlbum ""Jo sóc valent/a"" (Macedònia) - Viasona",16,folk
4107,Tan diferents,Club Súper 3,"Tan diferents, de l'àlbum ""Arkandú"" (Club Súper 3) - Viasona",16,folk
4108,Camals mullats,La Gossa Sorda,"Camals mullats, de l'àlbum ""Batalles i cançons"" (La Gossa Sorda) - Viasona",16,pop-rock
4109,Papallona,Malifeta,"Papallona, de l'àlbum ""Mitologia"" (Malifeta) - Viasona",16,música urbana
4110,Camí amunt,Júlia Colom,"Camí amunt, de l'àlbum ""Miramar"" (Júlia Colom) - Viasona",16,cançó autor
4111,Camí de la font,Emili Vendrell,"Camí de la font, de l'àlbum ""L'inoblidable Emili Vendrell"" (Emili Vendrell) - Viasona",16,folk
4112,Les parets del vinyer,Trinxats,"Les parets del vinyer, de l'àlbum ""L'últim que tanqui la porta"" (Trinxats) - Viasona",16,pop-rock
4113,Tomb d'atzars,Lluís Llach,"Tomb d'atzars, de l'àlbum ""Poetes"" (Lluís Llach) - Viasona",16,cançó autor
4114,Antaviana,"Sisa, Dagoll Dagom","Antaviana, de l'àlbum ""Antaviana"" (Sisa, Dagoll Dagom) - Viasona",16,cançó autor
4115,Abraça'm fins que cremi la Generalitat,Enyor,"Abraça'm fins que cremi la Generalitat, de l'àlbum ""(A) Ultrança!"" (Enyor) - Viasona",16,pop-rock
4116,Adéu,Feliu Ventura,"Adéu, de l'àlbum ""Música i lletra"" (Feliu Ventura) - Viasona",16,cançó autor
4117,Mami,La Fúmiga,"Mami, de l'àlbum ""Fotosíntesi"" (La Fúmiga) - Viasona",16,pop-rock
4118,Aire,Club Súper 3,"Aire, de l'àlbum ""3xl.Dance"" (Club Súper 3) - Viasona",16,folk
4119,Cante,Obrint Pas,"Cante, de l'àlbum ""Benvingut al Paradís"" (Obrint Pas) - Viasona",16,pop-rock
4120,"Alacant, bandera clara",El Diluvi,"Alacant, bandera clara, de l'àlbum ""Alegria"" (El Diluvi) - Viasona",16,pop-rock
4121,Cançó ansiolítica #9,Pau Vallvé,"Cançó ansiolítica #9, de l'àlbum "": )"" (Pau Vallvé) - Viasona",16,cançó autor
4122,6.10.34,Opció k-95,"6.10.34, de l'àlbum ""Reneix"" (Opció k-95) - Viasona",16,pop-rock
4123,Tornaré,Port Bo,"Tornaré, de l'àlbum ""Al Palau"" (Port Bo) - Viasona",16,havanera
4124,Tiranga de cançons,Cucorba,"Tiranga de cançons, de l'àlbum ""Cucorba 30"" (Cucorba) - Viasona",16,folk
4125,"La griva, el tord I el gall",Camerata de Cançó Tradicional,"La griva, el tord I el gall, de l'àlbum ""La cançó més bonica del món"" (Camerata de Cançó Tradicional) - Viasona",16,folk
4126,Barca del temps,Marina Rossell,"Barca del temps, de l'àlbum ""Barca del temps"" (Marina Rossell) - Viasona",16,cançó autor
4127,Subsidi per vell,Umpah-Pah,"Subsidi per vell, de l'àlbum ""Bamboo Avenue"" (Umpah-Pah) - Viasona",16,pop-rock
4128,El meu amor se n'ha anat per vacances,La Ludwig Band,"El meu amor se n'ha anat per vacances, de l'àlbum ""Manela, no vull currar per vostè"" (La Ludwig Band) - Viasona",16,pop-rock
4129,En tinc disset,Els Pets,"En tinc disset, de l'àlbum ""Els Pets"" (Els Pets) - Viasona",16,pop-rock
4130,Toca-li el peu,Dani Miquel,"Toca-li el peu, de l'àlbum ""Musiqueries"" (Dani Miquel) - Viasona",16,folk
4131,Ple d'amor,Xarim Aresté,"Ple d'amor, de l'àlbum ""Ple d'amor"" (Xarim Aresté) - Viasona",16,cançó autor
4132,Deixa't anar,Doctor Prats,"Deixa't anar, de l'àlbum ""Venim de lluny"" (Doctor Prats) - Viasona",16,pop-rock
4133,No ho diguis a ningú,Esquirols,"No ho diguis a ningú, de l'àlbum ""Colze amb colze"" (Esquirols) - Viasona",16,cançó autor
4134,L'airet,Paco Muñoz,"L'airet, de l'àlbum ""Paco Muñoz canta per als xiquets 8"" (Paco Muñoz) - Viasona",16,folk
4135,De veritat,Blaumut,"De veritat, de l'àlbum ""De veritat"" (Blaumut) - Viasona",16,pop-rock
4136,Mustafà català,Cafè d'Alguer,"Mustafà català, de l'àlbum ""Mustafà català"" (Cafè d'Alguer) - Viasona",16,folk
4137,La distància,Aspencat,"La distància, de l'àlbum ""Essència"" (Aspencat) - Viasona",16,pop-rock
4138,Arròs al forn,Tio Fredo,"Arròs al forn, de l'àlbum ""Tio Fredo"" (Tio Fredo) - Viasona",16,pop-rock
4139,Firenze,Pau Alabajos,"Firenze, de l'àlbum ""L'amor i la ferocitat"" (Pau Alabajos) - Viasona",16,cançó autor
4140,Calaixos que no obriré,Els Pets,"Calaixos que no obriré, de l'àlbum ""L'àrea petita"" (Els Pets) - Viasona",16,pop-rock
4141,Oh Alguer Alguer,Càlic,"Oh Alguer Alguer, de l'àlbum ""La cançó catalana a Sardenya"" (Càlic) - Viasona",16,folk
4142,Somnis de colors,Dàmaris Gelabert,"Somnis de colors, de l'àlbum ""Cançons de bressol"" (Dàmaris Gelabert) - Viasona",16,folk
4143,El pobre terrisser,Rumbalbar,"El pobre terrisser, de l'àlbum ""Rumb al Bar"" (Rumbalbar) - Viasona",16,rumba
4144,Petjades,"Esther, Quinto","Petjades, de l'àlbum ""Petjades"" (Esther, Quinto) - Viasona",16,música urbana
4145,Quan arriba el fred,Joan Manuel Serrat,"Quan arriba el fred, de l'àlbum ""Ara que tinc vint anys"" (Joan Manuel Serrat) - Viasona",16,cançó autor
4146,Quan vagis a la carnisseria,Dàmaris Gelabert,"Quan vagis a la carnisseria, de l'àlbum ""Jocs de falda d'ara i de sempre"" (Dàmaris Gelabert) - Viasona",16,folk
4147,Quanta guerra!,Marina Rossell,"Quanta guerra!, de l'àlbum ""Cançons de resistència"" (Marina Rossell) - Viasona",16,cançó autor
4148,Vares venir quan jo dormia,Maria del Mar Bonet,"Vares venir quan jo dormia, de l'àlbum ""Alenar"" (Maria del Mar Bonet) - Viasona",16,cançó autor
4149,Què volen,Rudymentari,"Què volen, de l'àlbum ""Què volen"" (Rudymentari) - Viasona",16,música urbana
4150,La matança,Xarim Aresté,"La matança, de l'àlbum ""Ses entranyes"" (Xarim Aresté) - Viasona",16,cançó autor
4151,Si no em trobes darrera l'autobús,Grup de Folk,"Si no em trobes darrera l'autobús, de l'àlbum ""Festival Folk"" (Grup de Folk) - Viasona",16,folk
4152,Si has de cantar el fandango,Pep Gimeno 'Botifarra',"Si has de cantar el fandango, de l'àlbum ""Ja ve l'aire"" (Pep Gimeno 'Botifarra') - Viasona",16,folk
4153,Un intrús en el meu son,Feliu Ventura,"Un intrús en el meu son, de l'àlbum ""Tot el que hem guanyat perdent"" (Feliu Ventura) - Viasona",16,cançó autor
4154,Tinc una b​è​stia dintre meu,Enyor,"Tinc una b​è​stia dintre meu, de l'àlbum ""Tinc una b​è​stia dintre meu"" (Enyor) - Viasona",16,pop-rock
4155,Tema del Vent,Lluís Llach,"Tema del Vent, de l'àlbum ""Verges 50"" (Lluís Llach) - Viasona",16,cançó autor
4156,Cantimplores,Oques Grasses,"Cantimplores, de l'àlbum ""Digue-n'hi com vulguis"" (Oques Grasses) - Viasona",16,pop-rock
4157,La calma,Adala,"La calma, de l'àlbum ""La calma"" (Adala) - Viasona",16,música urbana
4158,Tú que vienes a rondarme,Maria Arnal i Marcel Bagés,"Tú que vienes a rondarme, de l'àlbum ""45 cerebros y 1 corazón"" (Maria Arnal i Marcel Bagés) - Viasona",16,cançó autor
4159,Els eterns segons,Bons nois,"Els eterns segons, de l'àlbum ""Sento sentiments"" (Bons nois) - Viasona",16,pop-rock
4160,Les dotze van tocant,Macedònia,"Les dotze van tocant, de l'àlbum ""Et toca a tu"" (Macedònia) - Viasona",16,folk
4161,Com un arbre nu,Lluís Llach,"Com un arbre nu, de l'àlbum ""Com un arbre nu"" (Lluís Llach) - Viasona",16,cançó autor
4162,Les corrandes,Surti Com Surti,"Les corrandes, de l'àlbum ""Al peu del Cadí"" (Surti Com Surti) - Viasona",16,folk
4163,Boig per tu,"Els Pets, Sopa de Cabra, Gossos, Adrià Puntí, Pep Sala, Cris Juanico, Duble Buble, Josep Thió, Gerard Quintana, Quim Mandado, Lluís Gavaldà, Montse Llaràs","Boig per tu, de l'àlbum ""Rock & Cat"" (Els Pets, Sopa de Cabra, Gossos, Adrià Puntí, Pep Sala, Cris Juanico, Duble Buble, Josep Thió, Gerard Quintana, Quim Mandado, Lluís Gavaldà, Montse Llaràs) - Viasona",16,pop-rock
4164,Bosc endins,Núria Feliu,"Bosc endins, de l'àlbum ""Cançons d'Apel·les Mestres"" (Núria Feliu) - Viasona",16,folk
4165,La presó de Lleida,Marina Rossell,"La presó de Lleida, de l'àlbum ""Si volíeu escoltar"" (Marina Rossell) - Viasona",16,folk
4166,Ànimes navegables,Xavi Sarrià,"Ànimes navegables, de l'àlbum ""Amb l'esperança entre les dents"" (Xavi Sarrià) - Viasona",16,cançó autor
4167,Colors (Cançó de La Cantata),La Clika,"Colors (Cançó de La Cantata), de l'àlbum ""La Clika i amigues"" (La Clika) - Viasona",16,música urbana
4168,La filla del rei,Biel Majoral,"La filla del rei, de l'àlbum ""Vou veri vou per no dormir"" (Biel Majoral) - Viasona",16,folk
4169,Nadala del poble d'Algemesí,Pep Gimeno 'Botifarra',"Nadala del poble d'Algemesí, de l'àlbum ""Ja ve nadal"" (Pep Gimeno 'Botifarra') - Viasona",16,folk
4170,"La cançó del lelo, lelo","Quico el Célio, el Noi i el Mut de Ferreries, Pep Gimeno 'Botifarra'","La cançó del lelo, lelo, de l'àlbum ""La barraca"" (Quico el Célio, el Noi i el Mut de Ferreries, Pep Gimeno 'Botifarra') - Viasona",16,folk
4171,No he nascut per militar,Sau,"No he nascut per militar, de l'àlbum ""Per la porta de servei"" (Sau) - Viasona",16,pop-rock
4172,Com més et coneixo més m'agrada el teu gos,Els Pets,"Com més et coneixo més m'agrada el teu gos, de l'àlbum ""Calla i balla"" (Els Pets) - Viasona",16,pop-rock
4173,Sheriff,Sva-ters,"Sheriff, de l'àlbum ""Simis"" (Sva-ters) - Viasona",16,pop-rock
4174,Volcans,Buhos,"Volcans, de l'àlbum ""Volcans"" (Buhos) - Viasona",16,pop-rock
4175,La mar,Ja t'ho diré,"La mar, de l'àlbum ""Es directe"" (Ja t'ho diré) - Viasona",16,pop-rock
4176,Jota marinera,Música Nostra,"Jota marinera, de l'àlbum ""En directe"" (Música Nostra) - Viasona",16,folk
4177,En Joan ve de la cuina,Ara va de bo,"En Joan ve de la cuina, de l'àlbum ""El gripau blau"" (Ara va de bo) - Viasona",16,folk
4178,Deu de ser amor,Remigi Palmero,"Deu de ser amor, de l'àlbum ""Línia de foc"" (Remigi Palmero) - Viasona",16,cançó autor
4179,Joia,Ferran Palau,"Joia, de l'àlbum ""Joia"" (Ferran Palau) - Viasona",16,pop-rock
4180,Jenifer,Els Catarres,"Jenifer, de l'àlbum ""Cançons 2011"" (Els Catarres) - Viasona",16,pop-rock
4181,Romançó,Maria del Mar Bonet,"Romançó, de l'àlbum ""A l'Olympia"" (Maria del Mar Bonet) - Viasona",16,folk
4182,Dones,TESA,"Dones, de l'àlbum ""Al-Tesa"" (TESA) - Viasona",16,pop-rock
4183,No tenir-te,Borja Penalba,"No tenir-te, de l'àlbum ""Giròvag"" (Borja Penalba) - Viasona",16,cançó autor
4184,Havaneros,Biel Majoral,"Havaneros, de l'àlbum ""Vou veri vou per no dormir"" (Biel Majoral) - Viasona",16,havanera
4185,I tants i tants i tants records,Bons nois,"I tants i tants i tants records, de l'àlbum ""Sento sentiments"" (Bons nois) - Viasona",16,pop-rock
4186,Quin detall,El Gitano de Balaguer,"Quin detall, de l'àlbum ""La máquina de ensolfatar"" (El Gitano de Balaguer) - Viasona",16,rumba
4187,Que chévere,Mama Dousha,"Que chévere, de l'àlbum ""Only Hits"" (Mama Dousha) - Viasona",16,música urbana
