#,song_title,artist,page_title,views,genre
4695,La pizza ecumènica,Huapachà Combo,"La pizza ecumènica, de l'àlbum ""Ball xalat"" (Huapachà Combo) - Viasona",15,pop-rock
4696,Et cantaré,Joan Garriga i el Mariatxi galàctic,"Et cantaré, de l'àlbum ""Et cantaré el rock & roll és mort perquè marxen lluny"" (Joan Garriga i el Mariatxi galàctic) - Viasona",15,rumba
4697,Animal d'esperances i memòria,Raimon,"Animal d'esperances i memòria, de l'àlbum ""Raimon a l'Olympia"" (Raimon) - Viasona",15,cançó autor
4698,Colors d'amor,J.M. Baule,"Colors d'amor, de l'àlbum ""Je ne sais pas"" (J.M. Baule) - Viasona",15,folk
4699,La riuada. Inundació d'Alzira,"Al Tall, Muluk El Hwa","La riuada. Inundació d'Alzira, de l'àlbum ""Xarq al-Andalus"" (Al Tall, Muluk El Hwa) - Viasona",15,folk
4700,Her,La Fúmiga,"Her, de l'àlbum ""Her"" (La Fúmiga) - Viasona",15,pop-rock
4701,Cobi,Club Súper 3,"Cobi, de l'àlbum ""Clubifaximàtic"" (Club Súper 3) - Viasona",15,folk
4702,Carnaval al bosc,L'Eriçó Punxegut,"Carnaval al bosc, de l'àlbum ""Carnaval al bosc"" (L'Eriçó Punxegut) - Viasona",15,folk
4703,Bon vent i barca nova,Lildami,"Bon vent i barca nova, de l'àlbum ""Bentornat"" (Lildami) - Viasona",15,música urbana
4704,Amb el temps,Xavier Ribalta,"Amb el temps, de l'àlbum ""Canta Léo Ferré"" (Xavier Ribalta) - Viasona",15,cançó autor
4705,Santa Karme,Remei de Ca la Fresca,"Santa Karme, de l'àlbum ""Remei de Ca la Fresca"" (Remei de Ca la Fresca) - Viasona",15,pop-rock
4706,Però Bernat,Música Nostra,"Però Bernat, de l'àlbum ""En directe"" (Música Nostra) - Viasona",15,folk
4707,Mots,Esquirols,"Mots, de l'àlbum ""Licor d'herbes bones"" (Esquirols) - Viasona",15,cançó autor
4708,Jota,Torrat i Bullit,"Jota, de l'àlbum ""Engabiats"" (Torrat i Bullit) - Viasona",15,folk
4709,Pyrene,Au d'Astí!,"Pyrene, de l'àlbum ""Prou"" (Au d'Astí!) - Viasona",15,folk
4710,Un matí més,Aina Reig,"Un matí més, de l'àlbum ""Un matí més"" (Aina Reig) - Viasona",15,pop-rock
4711,Què vos passa valencians,Paco Muñoz,"Què vos passa valencians, de l'àlbum ""La llibertat la picaren"" (Paco Muñoz) - Viasona",15,cançó autor
4712,Peix brillant,Mazoni,"Peix brillant, de l'àlbum ""Banderes per daltònics"" (Mazoni) - Viasona",15,pop-rock
4713,Som un equip,Club Súper 3,"Som un equip, de l'àlbum ""Arkandú"" (Club Súper 3) - Viasona",15,folk
4714,Sincero,31 FAM,"Sincero, de l'àlbum ""Sincero"" (31 FAM) - Viasona",15,música urbana
4715,Nineta (Margarita y el mar),Port Bo,"Nineta (Margarita y el mar), de l'àlbum ""Quadern de viatge"" (Port Bo) - Viasona",15,havanera
4716,Sa cançó de son coletes,Guillem d'Efak,"Sa cançó de son coletes, de l'àlbum ""Sa cançó de son coletes"" (Guillem d'Efak) - Viasona",15,cançó autor
4717,29 de gener,"Magalí Datzira, Kris Tena","29 de gener, de l'àlbum ""29 de gener"" (Magalí Datzira, Kris Tena) - Viasona",15,cançó autor
4718,Sang en el fang,Sangtraït,"Sang en el fang, de l'àlbum ""Terra de vents"" (Sangtraït) - Viasona",15,pop-rock
4719,Xiques boniques,Paco Muñoz,"Xiques boniques, de l'àlbum ""Paco Muñoz canta per als xiquets 8"" (Paco Muñoz) - Viasona",15,folk
4720,ZKITTLEZ,Quinto,"ZKITTLEZ, de l'àlbum ""DCDV (v)"" (Quinto) - Viasona",15,música urbana
4721,Sant Llorenç,Jo Jet i Maria Ribot,"Sant Llorenç, de l'àlbum ""Sant Llorenç"" (Jo Jet i Maria Ribot) - Viasona",15,folk
4722,Aquesta vora,Zoo,"Aquesta vora, de l'àlbum ""Tempestes vénen del Sud"" (Zoo) - Viasona",15,música urbana
4723,Si un dia vols,Raimon,"Si un dia vols, de l'àlbum ""Raimon a l'Olympia"" (Raimon) - Viasona",15,cançó autor
4724,Podria ser,El Canto del Loco,"Podria ser, de l'àlbum ""El disc de La Marató 2006"" (El Canto del Loco) - Viasona",15,pop-rock
4725,Podré tornar enrere,Beth,"Podré tornar enrere, de l'àlbum ""Podré tornar enrere. El tribut a Sopa de Cabra"" (Beth) - Viasona",15,pop-rock
4726,Per primer cop,Mazoni,"Per primer cop, de l'àlbum ""Fins que la mort ens separi"" (Mazoni) - Viasona",15,pop-rock
4727,Aquelles petites coses,Joan Isaac,"Aquelles petites coses, de l'àlbum ""Joies robades"" (Joan Isaac) - Viasona",15,cançó autor
4728,Als companys,Ovidi Montllor,"Als companys, de l'àlbum ""...Qualsevol dia impensat, us tornaré a emprenyar..."" (Ovidi Montllor) - Viasona",15,cançó autor
4729,Si jo no fos tan idiota,Crim,"Si jo no fos tan idiota, de l'àlbum ""Futur medieval"" (Crim) - Viasona",15,pop-rock
4730,Som moviment,Aspencat,"Som moviment, de l'àlbum ""Tot és ara"" (Aspencat) - Viasona",15,pop-rock
4731,Si et falta l'alè,Filferro,"Si et falta l'alè, de l'àlbum ""El lladre de paraules vol. II"" (Filferro) - Viasona",15,pop-rock
4732,Nadala del poble de Carcaixent,Pep Gimeno 'Botifarra',"Nadala del poble de Carcaixent, de l'àlbum ""Ja ve nadal"" (Pep Gimeno 'Botifarra') - Viasona",15,folk
4733,Violència,Orxata,"Violència, de l'àlbum ""2.0"" (Orxata) - Viasona",15,música urbana
4734,Ara és demà,Coses,"Ara és demà, de l'àlbum ""Ara és demà"" (Coses) - Viasona",15,cançó autor
4735,Sì dolce è'l tormento,Roger Mas,"Sì dolce è'l tormento, de l'àlbum ""Parnàs"" (Roger Mas) - Viasona",15,cançó autor
4736,Tarik,Macedònia,"Tarik, de l'àlbum ""Posa'm un suc"" (Macedònia) - Viasona",15,folk
4737,Tot en la terra,Xesco Boix,"Tot en la terra, de l'àlbum ""1, 2, 3, salta pagès"" (Xesco Boix) - Viasona",15,folk
4738,Passe Carriera,Maria Laffitte,"Passe Carriera, de l'àlbum ""Cançons Occitanes"" (Maria Laffitte) - Viasona",15,folk
4739,Sarenus,P.A.W.N. Gang,"Sarenus, de l'àlbum ""RESPAWN"" (P.A.W.N. Gang) - Viasona",15,música urbana
4740,A prop del mar,"Nina, Port Bo","A prop del mar, de l'àlbum ""A prop del mar"" (Nina, Port Bo) - Viasona",15,havanera
4741,Vinyes verdes vora el mar,Lluís Llach,"Vinyes verdes vora el mar, de l'àlbum ""Campanades a morts"" (Lluís Llach) - Viasona",14,cançó autor
4742,Corrandes del temps que fa,Marina Rossell,"Corrandes del temps que fa, de l'àlbum ""Penyora"" (Marina Rossell) - Viasona",14,folk
4743,Hansi Flick,Cap quadrat,"Hansi Flick, de l'àlbum ""La veueta"" (Cap quadrat) - Viasona",14,pop-rock
4744,A Betlem me'n vull anar. Barrabàs,Dani Miquel,"A Betlem me'n vull anar. Barrabàs, de l'àlbum ""A Nadal, un pas de pardal"" (Dani Miquel) - Viasona",14,folk
4745,Dona'm,Abril,"Dona'm, de l'àlbum ""Instruccions per estimar una cirera"" (Abril) - Viasona",14,música urbana
4746,Veïnat,Adrià Puntí,"Veïnat, de l'àlbum ""L'hora del pati"" (Adrià Puntí) - Viasona",14,cançó autor
4747,El pomeró,"Sanjosex, Carles Belda","El pomeró, de l'àlbum ""Càntut"" (Sanjosex, Carles Belda) - Viasona",14,folk
4748,Bandera negra,Opció k-95,"Bandera negra, de l'àlbum ""Terra Cremada"" (Opció k-95) - Viasona",14,pop-rock
4749,Bages,Joan-Pau Giné,"Bages, de l'àlbum ""Bona nit cargol"" (Joan-Pau Giné) - Viasona",14,cançó autor
4750,Els caçafantasmes,Club Súper 3,"Els caçafantasmes, de l'àlbum ""Clubifaximàtic"" (Club Súper 3) - Viasona",14,folk
4751,The secret marriage,Magalí Sare,"The secret marriage, de l'àlbum ""Descasada. Vol 1."" (Magalí Sare) - Viasona",14,cançó autor
4752,Bentornat,Lildami,"Bentornat, de l'àlbum ""Bentornat"" (Lildami) - Viasona",14,música urbana
4753,"Com una flor, sempre és",Ignasi Roda,"Com una flor, sempre és, de l'àlbum ""L'elogi de la cançó. Canta Joan Maragall"" (Ignasi Roda) - Viasona",14,cançó autor
4754,Fill de Vidua,La Trinca,"Fill de Vidua, de l'àlbum ""Bestiari"" (La Trinca) - Viasona",14,cançó autor
4755,Com he fet sempre,Xavier Piqué,"Com he fet sempre, de l'àlbum ""Canto cançons"" (Xavier Piqué) - Viasona",14,cançó autor
4756,Arrels,Rumbalbar,"Arrels, de l'àlbum ""Rumb al Bar"" (Rumbalbar) - Viasona",14,rumba
4757,Endavant,Pau Vallvé,"Endavant, de l'àlbum "": )"" (Pau Vallvé) - Viasona",14,cançó autor
4758,En casa del dimoni,Al Tall,"En casa del dimoni, de l'àlbum ""Deixeu que rode la roda"" (Al Tall) - Viasona",14,folk
4759,Algun dia ens ho agraireu,Brams,"Algun dia ens ho agraireu, de l'àlbum ""Algun dia ens ho agraireu"" (Brams) - Viasona",14,pop-rock
4760,Camí de la font,,"Camí de la font, de l'àlbum ""Emili Vendrell fill"" (Emili Vendrell (fill)) - Viasona",14,folk
4761,Cançó de pandero de l'Urgell i tonades de pandero d'Àger,Kepa Junkera,"Cançó de pandero de l'Urgell i tonades de pandero d'Àger, de l'àlbum ""Fok"" (Kepa Junkera) - Viasona",14,folk
4762,Dintríssim,Xiula,"Dintríssim, de l'àlbum ""Dintríssim"" (Xiula) - Viasona",14,folk
4763,Al meu país la pluja,Raimon,"Al meu país la pluja, de l'àlbum ""Entre la nota i el so"" (Raimon) - Viasona",14,cançó autor
4764,Els petits titelles,Dàmaris Gelabert,"Els petits titelles, de l'àlbum ""Jocs de falda d'ara i de sempre"" (Dàmaris Gelabert) - Viasona",14,folk
4765,Fandango amorós,Música Nostra,"Fandango amorós, de l'àlbum ""Giravolt"" (Música Nostra) - Viasona",14,folk
4766,El gegant del pi,Mainasons,"El gegant del pi, de l'àlbum ""Canta i balla amb la Nia, la Mel i en Ton"" (Mainasons) - Viasona",14,folk
4767,Febrer,Saïm,"Febrer, de l'àlbum ""Fràgil"" (Saïm) - Viasona",14,pop-rock
4768,El meu hàmster va anar a Cuba,Quimi Portet,"El meu hàmster va anar a Cuba, de l'àlbum ""La Terra és plana"" (Quimi Portet) - Viasona",14,pop-rock
4769,Jo vinc d'un món de foc,Club Súper 3,"Jo vinc d'un món de foc, de l'àlbum ""Arkandú"" (Club Súper 3) - Viasona",14,folk
4770,Blues per Nadal,Umpah-Pah,"Blues per Nadal, de l'àlbum ""Bamboo Avenue"" (Umpah-Pah) - Viasona",14,pop-rock
4771,Abril,Maria del Mar Bonet,"Abril, de l'àlbum ""El·las"" (Maria del Mar Bonet) - Viasona",14,cançó autor
4772,Bestioles,La cuca viu,"Bestioles, de l'àlbum ""Bestioles"" (La cuca viu) - Viasona",14,folk
4773,El meu poble i jo,Raimon,"El meu poble i jo, de l'àlbum ""Raimon- Espriu Poesia cantada"" (Raimon) - Viasona",14,cançó autor
4774,Aparteu les criatures,Quimi Portet,"Aparteu les criatures, de l'àlbum ""Matem els dimarts i els divendres"" (Quimi Portet) - Viasona",14,pop-rock
4775,Bars,Bars,"Bars, de l'àlbum ""Bars"" (Bars) - Viasona",14,pop-rock
4776,Cecilia,Tarta Relena,"Cecilia, de l'àlbum ""Ora pro nobis"" (Tarta Relena) - Viasona",14,folk
4777,Qualsevol nit pot sortir el sol,Albert Pla,"Qualsevol nit pot sortir el sol, de l'àlbum ""Anem al llit"" (Albert Pla) - Viasona",14,cançó autor
4778,TINC RESERVAT EL CEL,Xicu,"TINC RESERVAT EL CEL, de l'àlbum ""LISTEN"" (Xicu) - Viasona",14,pop-rock
4779,A cara o creu,Lluís Llach,"A cara o creu, de l'àlbum ""Les seves primeres cançons"" (Lluís Llach) - Viasona",14,cançó autor
4780,Ahir va començar,Esquirols,"Ahir va començar, de l'àlbum ""Colze amb colze"" (Esquirols) - Viasona",14,cançó autor
4781,Nadala del poble de Vilallonga,Pep Gimeno 'Botifarra',"Nadala del poble de Vilallonga, de l'àlbum ""Ja ve nadal"" (Pep Gimeno 'Botifarra') - Viasona",14,folk
4782,Mädchenlied,Magalí Sare,"Mädchenlied, de l'àlbum ""Descasada. Vol 1."" (Magalí Sare) - Viasona",14,cançó autor
4783,Malparits,Baya Baye MGT Los Sosis,"Malparits, de l'àlbum ""Calers i verí"" (Baya Baye MGT Los Sosis) - Viasona",14,música urbana
4784,Aiguaneu,Remei de Ca la Fresca,"Aiguaneu, de l'àlbum ""Remei de Ca la Fresca"" (Remei de Ca la Fresca) - Viasona",14,pop-rock
4785,L’agredolça lliçó de la Vall del Mas Daurat,Minibús Intergalàctic,"L’agredolça lliçó de la Vall del Mas Daurat, de l'àlbum ""L’agredolça lliçó de la Vall del Mas Daurat"" (Minibús Intergalàctic) - Viasona",14,pop-rock
4786,Amb l'esperança entre les dents,Xavi Sarrià,"Amb l'esperança entre les dents, de l'àlbum ""Amb l'esperança entre les dents"" (Xavi Sarrià) - Viasona",14,cançó autor
4787,Sospitosos,Antònia Font,"Sospitosos, de l'àlbum ""Lamparetes"" (Antònia Font) - Viasona",14,pop-rock
4788,Lluna de safrà,Feliu Ventura,"Lluna de safrà, de l'àlbum ""Música i lletra"" (Feliu Ventura) - Viasona",14,cançó autor
4789,Amor,Maria del Mar Bonet,"Amor, de l'àlbum ""Ultramar"" (Maria del Mar Bonet) - Viasona",14,cançó autor
4790,Angle mort,Saïm,"Angle mort, de l'àlbum ""Precipitacions"" (Saïm) - Viasona",14,pop-rock
4791,Apologia de la ingenuïtat,Els Amics de les Arts,"Apologia de la ingenuïtat, de l'àlbum ""Un estrany poder"" (Els Amics de les Arts) - Viasona",14,pop-rock
4792,Aquesta terra és la teva terra,Grup de Folk,"Aquesta terra és la teva terra, de l'àlbum ""Els temps encara estan canviant 2"" (Grup de Folk) - Viasona",14,folk
4793,"FA FRED ,,, parabrises",Ven'nus,"FA FRED ,,, parabrises, de l'àlbum ""mai vista trista"" (Ven'nus) - Viasona",14,música urbana
4794,Escena IV (Don Jaume i Don Pere),La Trinca,"Escena IV (Don Jaume i Don Pere), de l'àlbum ""Don Jaume el Conquistador"" (La Trinca) - Viasona",14,cançó autor
4795,Barcelona,Esquirols,"Barcelona, de l'àlbum ""Torna, torna Serrallonga"" (Esquirols) - Viasona",14,cançó autor
4796,Boig per tu,Sau,"Boig per tu, de l'àlbum ""Un grapat de cançons per si mai et fan falta"" (Sau) - Viasona",14,pop-rock
4797,Els veremadors,Joan Manuel Serrat,"Els veremadors, de l'àlbum ""Serrat 4"" (Joan Manuel Serrat) - Viasona",14,cançó autor
4798,Camí avall,Joan Manuel Serrat,"Camí avall, de l'àlbum ""Com ho fa el vent"" (Joan Manuel Serrat) - Viasona",14,cançó autor
4799,ARTIFICIAL,FADES,"ARTIFICIAL, de l'àlbum ""METALLIX"" (FADES) - Viasona",14,música urbana
4800,No sé què sent,"Lluís Llach, Feliu Ventura","No sé què sent, de l'àlbum ""Que no s'apague la llum"" (Lluís Llach, Feliu Ventura) - Viasona",14,cançó autor
4801,És una broma,Macedònia,"És una broma, de l'àlbum ""Gira la Fruita"" (Macedònia) - Viasona",14,folk
4802,S'hortolana,Esclafits i castanyetes,"S'hortolana, de l'àlbum ""Sense corda"" (Esclafits i castanyetes) - Viasona",14,folk
4803,Oració II,Kitsch,"Oració II, de l'àlbum ""Kitsch Hits"" (Kitsch) - Viasona",14,pop-rock
4804,Parlant-me de tu,Raimon,"Parlant-me de tu, de l'àlbum ""Raimon 50"" (Raimon) - Viasona",14,cançó autor
4805,"Granados, Enric",Cap quadrat,"Granados, Enric, de l'àlbum ""La veueta"" (Cap quadrat) - Viasona",14,pop-rock
4806,Tot el que hem viscut,"Boom Boom Fighters, Tropiko, El Cigarrito de Después","Tot el que hem viscut, de l'àlbum ""Tot el que hem viscut"" (Boom Boom Fighters, Tropiko, El Cigarrito de Después) - Viasona",14,música urbana
4807,"T'ho creus, eh?",Club Súper 3,"T'ho creus, eh?, de l'àlbum ""Clubitresicentimil"" (Club Súper 3) - Viasona",14,folk
4808,Venus,Trinxats,"Venus, de l'àlbum ""L'últim que tanqui la porta"" (Trinxats) - Viasona",14,pop-rock
4809,Si et va bé,Sopa de Cabra,"Si et va bé, de l'àlbum ""Plou i fa sol"" (Sopa de Cabra) - Viasona",14,pop-rock
4810,Sa carritxera,Música Nostra,"Sa carritxera, de l'àlbum ""Va de jota"" (Música Nostra) - Viasona",14,folk
4811,Tenia un gall,Club Súper 3,"Tenia un gall, de l'àlbum ""Mac, Mec, Mic!"" (Club Súper 3) - Viasona",14,folk
4812,sa costa,Maldol,"sa costa, de l'àlbum ""Maldol"" (Maldol) - Viasona",14,pop-rock
4813,Romanç de Cileta (Alfarb),Alimara,"Romanç de Cileta (Alfarb), de l'àlbum ""Cançons i danses del País Valencià"" (Alimara) - Viasona",14,folk
4814,Tres poemes amorosos,Arturo Gaya,"Tres poemes amorosos, de l'àlbum ""Bonaire 12"" (Arturo Gaya) - Viasona",14,folk
4815,Un joc,enMatu,"Un joc, de l'àlbum ""Llaços"" (enMatu) - Viasona",14,música urbana
4816,Una dona llarga i prima,Ara va de bo,"Una dona llarga i prima, de l'àlbum ""Nero nero nas"" (Ara va de bo) - Viasona",14,folk
4817,Per un tros del teu cos,Lluís Llach,"Per un tros del teu cos, de l'àlbum ""Ara i aquí"" (Lluís Llach) - Viasona",14,cançó autor
4818,Volem vi,Els Calafats,"Volem vi, de l'àlbum ""Fantasia mallorquina"" (Els Calafats) - Viasona",14,folk
4819,Voler l'impossible,Cesk Freixas,"Voler l'impossible, de l'àlbum ""Memòria"" (Cesk Freixas) - Viasona",14,cançó autor
4820,Vull,Zoo,"Vull, de l'àlbum ""Directe Barcelona 2019"" (Zoo) - Viasona",14,música urbana
4821,Els crits de la terra,Obrint Pas,"Els crits de la terra, de l'àlbum ""La revolta de l'ànima"" (Obrint Pas) - Viasona",14,pop-rock
4822,El senyor de les pedres,Sangtraït,"El senyor de les pedres, de l'àlbum ""Els senyors de les pedres"" (Sangtraït) - Viasona",14,pop-rock
4823,Cançó a Mahalta,Lluís Llach,"Cançó a Mahalta, de l'àlbum ""Poetes"" (Lluís Llach) - Viasona",14,cançó autor
4824,Viatjarem,Xanguito,"Viatjarem, de l'àlbum ""Milions d'estrelles"" (Xanguito) - Viasona",14,pop-rock
4825,L'himne del desencant,La Gossa Sorda,"L'himne del desencant, de l'àlbum ""L'últim heretge"" (La Gossa Sorda) - Viasona",14,pop-rock
4826,A prop teu,Marina BBface & The Beatroots,"A prop teu, de l'àlbum ""El disc de La Marató 2015"" (Marina BBface & The Beatroots) - Viasona",14,pop-rock
4827,La mort i al donzella,Lídia Pujol,"La mort i al donzella, de l'àlbum ""Els amants de Lilith"" (Lídia Pujol) - Viasona",14,folk
4828,A fer la mà,La Xica,"A fer la mà, de l'àlbum ""Alabatre"" (La Xica) - Viasona",14,pop-rock
4829,Wayne Rooney,Baya Baye MGT Los Sosis,"Wayne Rooney, de l'àlbum ""Wayne Rooney"" (Baya Baye MGT Los Sosis) - Viasona",14,música urbana
4830,La respuesta,"Judit Neddermann, Pau Figueres","La respuesta, de l'àlbum ""Judit Neddermann & Pau Figueres"" (Judit Neddermann, Pau Figueres) - Viasona",14,cançó autor
4831,Viure atabalat,Macedònia,"Viure atabalat, de l'àlbum ""Macedònia"" (Macedònia) - Viasona",14,folk
4832,Les caramelles,Mary Santpere,"Les caramelles, de l'àlbum ""Mary Santpere"" (Mary Santpere) - Viasona",14,folk
4833,Les paraules que triem no dir,Els Amics de les Arts,"Les paraules que triem no dir, de l'àlbum ""20 anys d'Amics"" (Els Amics de les Arts) - Viasona",14,pop-rock
4834,Amor al barri,"Adala, Tribade","Amor al barri, de l'àlbum ""Amor al barri"" (Adala, Tribade) - Viasona",14,música urbana
4835,Viatge,Quercus,"Viatge, de l'àlbum ""L'ultima havanera"" (Quercus) - Viasona",14,havanera
4836,Louisiana o els camps de cotó,Els Amics de les Arts,"Louisiana o els camps de cotó, de l'àlbum ""Tenim dret a fer l'animal"" (Els Amics de les Arts) - Viasona",14,pop-rock
4837,Venedor d'amor,Sabor de Gràcia,"Venedor d'amor, de l'àlbum ""La cançó amb rumba"" (Sabor de Gràcia) - Viasona",14,rumba
4838,Mediterrània,La Fúmiga,"Mediterrània, de l'àlbum ""Espremedors"" (La Fúmiga) - Viasona",14,pop-rock
4839,Tenim un nom,Pilseners,"Tenim un nom, de l'àlbum ""Herois del nostre temps"" (Pilseners) - Viasona",14,pop-rock
4840,Som transparents,El Petit de Cal Eril,"Som transparents, de l'àlbum ""△ (el disc triangular)"" (El Petit de Cal Eril) - Viasona",14,cançó autor
4841,Sa tristesa,Antònia Font,"Sa tristesa, de l'àlbum ""Alegria"" (Antònia Font) - Viasona",14,pop-rock
4842,Per tots els mitjans,Inadaptats,"Per tots els mitjans, de l'àlbum ""Per tots els mitjans"" (Inadaptats) - Viasona",14,pop-rock
4843,Perdona Maria,La Maria,"Perdona Maria, de l'àlbum ""Robina"" (La Maria) - Viasona",14,pop-rock
4844,Aquest carrer m'és prohibit,Pau Riba,"Aquest carrer m'és prohibit, de l'àlbum ""Taxista"" (Pau Riba) - Viasona",14,cançó autor
4845,Cargolada,Trinxats,"Cargolada, de l'àlbum ""L'últim que tanqui la porta"" (Trinxats) - Viasona",14,pop-rock
4846,El cotxe,Bon Vent!,"El cotxe, de l'àlbum ""Les cançons d'en Xesco Boix"" (Bon Vent!) - Viasona",14,folk
4847,Cel clar,Ferran Palau,"Cel clar, de l'àlbum ""Cel clar"" (Ferran Palau) - Viasona",14,pop-rock
4848,El dia dels ignorants,080,"El dia dels ignorants, de l'àlbum ""La llei del plaer"" (080) - Viasona",14,pop-rock
4849,Coet,Oques Grasses,"Coet, de l'àlbum ""Digue-n'hi com vulguis"" (Oques Grasses) - Viasona",14,pop-rock
4850,Rispect,Xiula,"Rispect, de l'àlbum ""Rispect"" (Xiula) - Viasona",14,folk
4851,Coses de Sant Vicent Ferrer,"Quico el Célio, el Noi i el Mut de Ferreries, Pep Gimeno 'Botifarra'","Coses de Sant Vicent Ferrer, de l'àlbum ""La barraca"" (Quico el Célio, el Noi i el Mut de Ferreries, Pep Gimeno 'Botifarra') - Viasona",14,folk
4852,"Companys, no és això",Lluís Llach,"Companys, no és això, de l'àlbum ""Tossudament alçats (Les cançons de lluita)"" (Lluís Llach) - Viasona",14,cançó autor
4853,Com t'ho he de dir,Rudymentari,"Com t'ho he de dir, de l'àlbum ""Com t’ho he de dir"" (Rudymentari) - Viasona",14,música urbana
4854,Com a casa,Blaumut,"Com a casa, de l'àlbum ""Com a casa"" (Blaumut) - Viasona",14,pop-rock
4855,Clavell daurat,gavina.mp3,"Clavell daurat, de l'àlbum ""Molts ossos, molts estels"" (gavina.mp3) - Viasona",14,pop-rock
4856,"Part 2. Buit, l’U de plorar",La Maria,"Part 2. Buit, l’U de plorar, de l'àlbum ""Robina"" (La Maria) - Viasona",14,pop-rock
4857,El drac Rac,El Pot Petit,"El drac Rac, de l'àlbum ""Ritmes i rialles"" (El Pot Petit) - Viasona",14,folk
4858,Cançó que mai s'acaba,La Fúmiga,"Cançó que mai s'acaba, de l'àlbum ""Espremedors"" (La Fúmiga) - Viasona",14,pop-rock
4859,Cançons republicanes,Biel Majoral,"Cançons republicanes, de l'àlbum ""Cançons republicanes"" (Biel Majoral) - Viasona",14,folk
4860,Cançons de Mort,Crim,"Cançons de Mort, de l'àlbum ""Cançons de Mort"" (Crim) - Viasona",14,pop-rock
4861,El rossinyol,Marina Rossell,"El rossinyol, de l'àlbum ""Si volíeu escoltar"" (Marina Rossell) - Viasona",14,folk
4862,Camp d'oliveres,Els Catarres,"Camp d'oliveres, de l'àlbum ""Postals"" (Els Catarres) - Viasona",14,pop-rock
4863,En els teus ulls,Aspencat,"En els teus ulls, de l'àlbum ""Essència"" (Aspencat) - Viasona",14,pop-rock
4864,Francesc Pujols,Quimi Portet,"Francesc Pujols, de l'àlbum ""La Terra és plana"" (Quimi Portet) - Viasona",14,pop-rock
4865,Vinc a dur-te amb la veu un cant d'esperança,Lluís Llach,"Vinc a dur-te amb la veu un cant d'esperança, de l'àlbum ""Temps de revoltes"" (Lluís Llach) - Viasona",14,cançó autor
4866,Na Cecilia,Traginada,"Na Cecilia, de l'àlbum ""Selecció de Cançons"" (Traginada) - Viasona",14,folk
4867,Una nit d'estiu,Tomeu Penya,"Una nit d'estiu, de l'àlbum ""50 cançons"" (Tomeu Penya) - Viasona",14,cançó autor
4868,Mos-kou,La Gossa Sorda,"Mos-kou, de l'àlbum ""Garrotades"" (La Gossa Sorda) - Viasona",14,pop-rock
4869,L'última volta,La Gossa Sorda,"L'última volta, de l'àlbum ""L'última volta en concert"" (La Gossa Sorda) - Viasona",14,pop-rock
4870,Per bé que tu irascible te mostres,Carles Dénia,"Per bé que tu irascible te mostres, de l'àlbum ""Cant Espiritual"" (Carles Dénia) - Viasona",14,cançó autor
4871,Parado de Valldemossa,Xaloc Música,"Parado de Valldemossa, de l'àlbum ""Capicua"" (Xaloc Música) - Viasona",14,folk
4872,Però mai tu,Lax'n'Busto,"Però mai tu, de l'àlbum ""Lax'n'Busto"" (Lax'n'Busto) - Viasona",14,pop-rock
4873,Pessigolles,Grimpallunes,"Pessigolles, de l'àlbum ""Grimpallunes"" (Grimpallunes) - Viasona",14,folk
4874,Pàtria,S'Albaida,"Pàtria, de l'àlbum ""Mateixos temps"" (S'Albaida) - Viasona",14,folk
4875,No hem oblidat,Obrint Pas,"No hem oblidat, de l'àlbum ""Terra"" (Obrint Pas) - Viasona",14,pop-rock
4876,Sabor de barrio,Gato Pérez,"Sabor de barrio, de l'àlbum ""Carabruta"" (Gato Pérez) - Viasona",14,rumba
4877,Salvem els pronoms febles,Brams,"Salvem els pronoms febles, de l'àlbum ""Oferta de diàleg"" (Brams) - Viasona",14,pop-rock
4878,Saps,Joan Manuel Serrat,"Saps, de l'àlbum ""Saps"" (Joan Manuel Serrat) - Viasona",14,cançó autor
4879,Per què fer res,"Pau Riba, Orchestra Fireluche","Per què fer res, de l'àlbum ""Ataràxia"" (Pau Riba, Orchestra Fireluche) - Viasona",14,cançó autor
4880,Si en lo mal temps,Raimon,"Si en lo mal temps, de l'àlbum ""Totes les cançons 7. Poetes dels segles XV i XV"" (Raimon) - Viasona",14,cançó autor
4881,Ja no em lliguen les cadenes,Mazoni,"Ja no em lliguen les cadenes, de l'àlbum ""Banderes per daltònics"" (Mazoni) - Viasona",14,pop-rock
4882,Ton pare no té nas,Pastorets Rock,"Ton pare no té nas, de l'àlbum ""Nou Cançoner Rockular"" (Pastorets Rock) - Viasona",14,folk
4883,Trajectes,Blaumut,"Trajectes, de l'àlbum ""Abisme"" (Blaumut) - Viasona",14,pop-rock
4884,Un núvol blanc,"Joanjo Bosk, L'Orquestra de Cambra de L'Empordà","Un núvol blanc, de l'àlbum ""Cançons de la Cançó. D'un temps, d'un temps"" (Joanjo Bosk, L'Orquestra de Cambra de L'Empordà) - Viasona",14,cançó autor
4885,Una altra galàxia,Pastora,"Una altra galàxia, de l'àlbum ""Una altra galàxia"" (Pastora) - Viasona",14,pop-rock
4886,Vell és tan bell,Lluís Llach,"Vell és tan bell, de l'àlbum ""Jocs"" (Lluís Llach) - Viasona",14,cançó autor
4887,Vulva i penis,Xiula,"Vulva i penis, de l'àlbum ""Dintríssim"" (Xiula) - Viasona",14,folk
